partidos
06-08-2022 Augsburg 0 - 4 Freiburg
13-08-2022 Leverkusen 1 - 2 Augsburg
20-08-2022 Augsburg 1 - 2 Mainz
27-08-2022 Hoffenheim 1 - 0 Augsburg
04-09-2022 Augsburg 0 - 2 Hertha
01-10-2022 FC Koln 3 - 2 Dortmund
08-10-2022 Dortmund 2 - 2 Bayern Munich
16-10-2022 Union Berlin 2 - 0 Dortmund
22-10-2022 Dortmund 5 - 0 Stuttgart
29-10-2022 Ein Frankfurt 1 - 2 Dortmund
05-11-2022 Dortmund 3 - 0 Bochum
08-11-2022 Wolfsburg 2 - 0 Dortmund
11-11-2022 M''gladbach 4 - 2 Dortmund
22-01-2023 Dortmund 4 - 3 Augsburg
25-01-2023 Mainz 1 - 2 Dortmund
29-01-2023 Leverkusen 0 - 2 Dortmund
04-02-2023 Dortmund 5 - 1 Freiburg
11-02-2023 Werder Bremen 0 - 2 Dortmund
19-02-2023 Dortmund 4 - 1 Hertha
25-02-2023 Hoffenheim 0 - 1 Dortmund
03-03-2023 Dortmund 2 - 1 RB Leipzig
11-03-2023 Schalke 04 2 - 2 Dortmund
18-03-2023 Dortmund 6 - 1 FC Koln
05-08-2022 Ein Frankfurt 1 - 6 Bayern Munich
13-08-2022 Hertha 1 - 1 Ein Frankfurt
21-08-2022 Ein Frankfurt 1 - 1 FC Koln
28-08-2022 Werder Bremen 3 - 4 Ein Frankfurt
03-09-2022 Ein Frankfurt 4 - 0 RB Leipzig
10-09-2022 Ein Frankfurt 0 - 1 Wolfsburg
17-09-2022 Stuttgart 1 - 3 Ein Frankfurt
01-10-2022 Ein Frankfurt 2 - 0 Union Berlin
08-10-2022 Bochum 3 - 0 Ein Frankfurt
15-10-2022 Ein Frankfurt 5 - 1 Leverkusen
22-10-2022 M''gladbach 1 - 3 Ein Frankfurt
29-10-2022 Ein Frankfurt 1 - 2 Dortmund
05-11-2022 Augsburg 1 - 2 Ein Frankfurt
09-11-2022 Ein Frankfurt 4 - 2 Hoffenheim
13-11-2022 Mainz 1 - 1 Ein Frankfurt
21-01-2023 Ein Frankfurt 3 - 0 Schalke 04
25-01-2023 Freiburg 1 - 1 Ein Frankfurt
28-01-2023 Bayern Munich 1 - 1 Ein Frankfurt
04-02-2023 Ein Frankfurt 3 - 0 Hertha
12-02-2023 FC Koln 3 - 0 Ein Frankfurt
18-02-2023 Ein Frankfurt 2 - 0 Werder Bremen
25-02-2023 RB Leipzig 2 - 1 Ein Frankfurt
05-03-2023 Wolfsburg 2 - 2 Ein Frankfurt
11-03-2023 Ein Frankfurt 1 - 1 Stuttgart
19-03-2023 Union Berlin 2 - 0 Ein Frankfurt
19-03-2023 Union Berlin ? - ? Ein Frankfurt
07-08-2022 FC Koln 3 - 1 Schalke 04
13-08-2022 RB Leipzig 2 - 2 FC Koln
21-08-2022 Ein Frankfurt 1 - 1 FC Koln
28-08-2022 FC Koln 0 - 0 Stuttgart
03-09-2022 Wolfsburg 2 - 4 FC Koln
11-09-2022 FC Koln 0 - 1 Union Berlin
18-09-2022 Bochum 1 - 1 FC Koln
01-10-2022 FC Koln 3 - 2 Dortmund
09-10-2022 M''gladbach 5 - 2 FC Koln
16-10-2022 FC Koln 3 - 2 Augsburg
21-10-2022 Mainz 5 - 0 FC Koln
30-10-2022 FC Koln 1 - 1 Hoffenheim
06-11-2022 Freiburg 2 - 0 FC Koln
09-11-2022 FC Koln 1 - 2 Leverkusen
12-11-2022 Hertha 2 - 0 FC Koln
21-01-2023 FC Koln 7 - 1 Werder Bremen
24-01-2023 Bayern Munich 1 - 1 FC Koln
29-01-2023 Schalke 04 0 - 0 FC Koln
04-02-2023 FC Koln 0 - 0 RB Leipzig
12-02-2023 FC Koln 3 - 0 Ein Frankfurt
18-02-2023 Stuttgart 3 - 0 FC Koln
25-02-2023 FC Koln 0 - 2 Wolfsburg
04-03-2023 Union Berlin 0 - 0 FC Koln
10-03-2023 FC Koln 0 - 2 Bochum
18-03-2023 Dortmund 6 - 1 FC Koln
06-08-2022 Augsburg 0 - 4 Freiburg
12-08-2022 Freiburg 1 - 3 Dortmund
20-08-2022 Stuttgart 0 - 1 Freiburg
26-08-2022 Freiburg 1 - 0 Bochum
03-09-2022 Leverkusen 2 - 3 Freiburg
11-09-2022 Freiburg 0 - 0 M''gladbach
18-09-2022 Hoffenheim 0 - 0 Freiburg
01-10-2022 Freiburg 2 - 1 Mainz
09-10-2022 Hertha 2 - 2 Freiburg
16-10-2022 Bayern Munich 5 - 0 Freiburg
22-10-2022 Freiburg 2 - 0 Werder Bremen
30-10-2022 Schalke 04 0 - 2 Freiburg
06-11-2022 Freiburg 2 - 0 FC Koln
09-11-2022 RB Leipzig 3 - 1 Freiburg
13-11-2022 Freiburg 4 - 1 Union Berlin
21-01-2023 Wolfsburg 6 - 0 Freiburg
25-01-2023 Freiburg 1 - 1 Ein Frankfurt
28-01-2023 Freiburg 3 - 1 Augsburg
04-02-2023 Dortmund 5 - 1 Freiburg
11-02-2023 Freiburg 2 - 1 Stuttgart
18-02-2023 Bochum 0 - 2 Freiburg
26-02-2023 Freiburg 1 - 1 Leverkusen
04-03-2023 M''gladbach 0 - 0 Freiburg
12-03-2023 Freiburg 2 - 1 Hoffenheim
19-03-2023 Mainz 1 - 1 Freiburg
19-03-2023 Mainz ? - ? Freiburg
06-08-2022 Union Berlin 3 - 1 Hertha
13-08-2022 Hertha 1 - 1 Ein Frankfurt
19-08-2022 M''gladbach 1 - 0 Hertha
27-08-2022 Hertha 0 - 1 Dortmund
04-09-2022 Augsburg 0 - 2 Hertha
10-09-2022 Hertha 2 - 2 Leverkusen
16-09-2022 Mainz 1 - 1 Hertha
02-10-2022 Hertha 1 - 1 Hoffenheim
09-10-2022 Hertha 2 - 2 Freiburg
15-10-2022 RB Leipzig 3 - 2 Hertha
23-10-2022 Hertha 2 - 1 Schalke 04
28-10-2022 Werder Bremen 1 - 0 Hertha
05-11-2022 Hertha 2 - 3 Bayern Munich
08-11-2022 Stuttgart 2 - 1 Hertha
12-11-2022 Hertha 2 - 0 FC Koln
21-01-2023 Bochum 3 - 1 Hertha
24-01-2023 Hertha 0 - 5 Wolfsburg
28-01-2023 Hertha 0 - 2 Union Berlin
04-02-2023 Ein Frankfurt 3 - 0 Hertha
12-02-2023 Hertha 4 - 1 M''gladbach
19-02-2023 Dortmund 4 - 1 Hertha
25-02-2023 Hertha 2 - 0 Augsburg
05-03-2023 Leverkusen 4 - 1 Hertha
11-03-2023 Hertha 1 - 1 Mainz
18-03-2023 Hoffenheim 3 - 1 Hertha
06-08-2022 M''gladbach 3 - 1 Hoffenheim
13-08-2022 Hoffenheim 3 - 2 Bochum
20-08-2022 Leverkusen 0 - 3 Hoffenheim
27-08-2022 Hoffenheim 1 - 0 Augsburg
02-09-2022 Dortmund 1 - 0 Hoffenheim
10-09-2022 Hoffenheim 4 - 1 Mainz
18-09-2022 Hoffenheim 0 - 0 Freiburg
02-10-2022 Hertha 1 - 1 Hoffenheim
07-10-2022 Hoffenheim 1 - 2 Werder Bremen
14-10-2022 Schalke 04 0 - 3 Hoffenheim
22-10-2022 Hoffenheim 0 - 2 Bayern Munich
30-10-2022 FC Koln 1 - 1 Hoffenheim
05-11-2022 Hoffenheim 1 - 3 RB Leipzig
09-11-2022 Ein Frankfurt 4 - 2 Hoffenheim
12-11-2022 Hoffenheim 1 - 2 Wolfsburg
21-01-2023 Union Berlin 3 - 1 Hoffenheim
24-01-2023 Hoffenheim 2 - 2 Stuttgart
28-01-2023 Hoffenheim 1 - 4 M''gladbach
04-02-2023 Bochum 5 - 2 Hoffenheim
11-02-2023 Hoffenheim 1 - 3 Leverkusen
17-02-2023 Augsburg 1 - 0 Hoffenheim
25-02-2023 Hoffenheim 0 - 1 Dortmund
04-03-2023 Mainz 1 - 0 Hoffenheim
12-03-2023 Freiburg 2 - 1 Hoffenheim
18-03-2023 Hoffenheim 3 - 1 Hertha
06-08-2022 Dortmund 1 - 0 Leverkusen
13-08-2022 Leverkusen 1 - 2 Augsburg
20-08-2022 Leverkusen 0 - 3 Hoffenheim
27-08-2022 Mainz 0 - 3 Leverkusen
03-09-2022 Leverkusen 2 - 3 Freiburg
10-09-2022 Hertha 2 - 2 Leverkusen
17-09-2022 Leverkusen 1 - 1 Werder Bremen
30-09-2022 Bayern Munich 4 - 0 Leverkusen
08-10-2022 Leverkusen 4 - 0 Schalke 04
15-10-2022 Ein Frankfurt 5 - 1 Leverkusen
22-10-2022 Leverkusen 2 - 2 Wolfsburg
29-10-2022 RB Leipzig 2 - 0 Leverkusen
06-11-2022 Leverkusen 5 - 0 Union Berlin
09-11-2022 FC Koln 1 - 2 Leverkusen
12-11-2022 Leverkusen 2 - 0 Stuttgart
22-01-2023 M''gladbach 2 - 3 Leverkusen
25-01-2023 Leverkusen 2 - 0 Bochum
29-01-2023 Leverkusen 0 - 2 Dortmund
03-02-2023 Augsburg 1 - 0 Leverkusen
11-02-2023 Hoffenheim 1 - 3 Leverkusen
19-02-2023 Leverkusen 2 - 3 Mainz
26-02-2023 Freiburg 1 - 1 Leverkusen
05-03-2023 Leverkusen 4 - 1 Hertha
12-03-2023 Werder Bremen 2 - 3 Leverkusen
19-03-2023 Leverkusen 2 - 1 Bayern Munich
19-03-2023 Leverkusen ? - ? Bayern Munich
06-08-2022 M''gladbach 3 - 1 Hoffenheim
13-08-2022 Schalke 04 2 - 2 M''gladbach
19-08-2022 M''gladbach 1 - 0 Hertha
27-08-2022 Bayern Munich 1 - 1 M''gladbach
04-09-2022 M''gladbach 0 - 1 Mainz
11-09-2022 Freiburg 0 - 0 M''gladbach
17-09-2022 M''gladbach 3 - 0 RB Leipzig
01-10-2022 Werder Bremen 5 - 1 M''gladbach
09-10-2022 M''gladbach 5 - 2 FC Koln
15-10-2022 Wolfsburg 2 - 2 M''gladbach
22-10-2022 M''gladbach 1 - 3 Ein Frankfurt
30-10-2022 Union Berlin 2 - 1 M''gladbach
04-11-2022 M''gladbach 3 - 1 Stuttgart
08-11-2022 Bochum 2 - 1 M''gladbach
11-11-2022 M''gladbach 4 - 2 Dortmund
22-01-2023 M''gladbach 2 - 3 Leverkusen
25-01-2023 Augsburg 1 - 0 M''gladbach
28-01-2023 Hoffenheim 1 - 4 M''gladbach
04-02-2023 M''gladbach 0 - 0 Schalke 04
12-02-2023 Hertha 4 - 1 M''gladbach
18-02-2023 M''gladbach 3 - 2 Bayern Munich
24-02-2023 Mainz 4 - 0 M''gladbach
04-03-2023 M''gladbach 0 - 0 Freiburg
11-03-2023 RB Leipzig 3 - 0 M''gladbach
17-03-2023 M''gladbach 2 - 2 Werder Bremen
06-08-2022 Bochum 1 - 2 Mainz
14-08-2022 Mainz 0 - 0 Union Berlin
20-08-2022 Augsburg 1 - 2 Mainz
27-08-2022 Mainz 0 - 3 Leverkusen
04-09-2022 M''gladbach 0 - 1 Mainz
10-09-2022 Hoffenheim 4 - 1 Mainz
16-09-2022 Mainz 1 - 1 Hertha
01-10-2022 Freiburg 2 - 1 Mainz
08-10-2022 Mainz 1 - 1 RB Leipzig
15-10-2022 Werder Bremen 0 - 2 Mainz
21-10-2022 Mainz 5 - 0 FC Koln
29-10-2022 Bayern Munich 6 - 2 Mainz
05-11-2022 Mainz 0 - 3 Wolfsburg
09-11-2022 Schalke 04 1 - 0 Mainz
13-11-2022 Mainz 1 - 1 Ein Frankfurt
21-01-2023 Stuttgart 1 - 1 Mainz
25-01-2023 Mainz 1 - 2 Dortmund
28-01-2023 Mainz 5 - 2 Bochum
04-02-2023 Union Berlin 2 - 1 Mainz
11-02-2023 Mainz 3 - 1 Augsburg
19-02-2023 Leverkusen 2 - 3 Mainz
24-02-2023 Mainz 4 - 0 M''gladbach
04-03-2023 Mainz 1 - 0 Hoffenheim
11-03-2023 Hertha 1 - 1 Mainz
19-03-2023 Mainz 1 - 1 Freiburg
19-03-2023 Mainz ? - ? Freiburg
07-08-2022 Stuttgart 1 - 1 RB Leipzig
13-08-2022 RB Leipzig 2 - 2 FC Koln
20-08-2022 Union Berlin 2 - 1 RB Leipzig
27-08-2022 RB Leipzig 2 - 0 Wolfsburg
03-09-2022 Ein Frankfurt 4 - 0 RB Leipzig
10-09-2022 RB Leipzig 3 - 0 Dortmund
17-09-2022 M''gladbach 3 - 0 RB Leipzig
01-10-2022 RB Leipzig 4 - 0 Bochum
08-10-2022 Mainz 1 - 1 RB Leipzig
15-10-2022 RB Leipzig 3 - 2 Hertha
22-10-2022 Augsburg 3 - 3 RB Leipzig
29-10-2022 RB Leipzig 2 - 0 Leverkusen
05-11-2022 Hoffenheim 1 - 3 RB Leipzig
09-11-2022 RB Leipzig 3 - 1 Freiburg
12-11-2022 Werder Bremen 1 - 2 RB Leipzig
20-01-2023 RB Leipzig 1 - 1 Bayern Munich
24-01-2023 Schalke 04 1 - 6 RB Leipzig
27-01-2023 RB Leipzig 2 - 1 Stuttgart
04-02-2023 FC Koln 0 - 0 RB Leipzig
11-02-2023 RB Leipzig 1 - 2 Union Berlin
18-02-2023 Wolfsburg 0 - 3 RB Leipzig
25-02-2023 RB Leipzig 2 - 1 Ein Frankfurt
03-03-2023 Dortmund 2 - 1 RB Leipzig
11-03-2023 RB Leipzig 3 - 0 M''gladbach
18-03-2023 Bochum 1 - 0 RB Leipzig
07-08-2022 FC Koln 3 - 1 Schalke 04
13-08-2022 Schalke 04 2 - 2 M''gladbach
20-08-2022 Wolfsburg 0 - 0 Schalke 04
27-08-2022 Schalke 04 1 - 6 Union Berlin
03-09-2022 Stuttgart 1 - 1 Schalke 04
10-09-2022 Schalke 04 3 - 1 Bochum
17-09-2022 Dortmund 1 - 0 Schalke 04
02-10-2022 Schalke 04 2 - 3 Augsburg
08-10-2022 Leverkusen 4 - 0 Schalke 04
14-10-2022 Schalke 04 0 - 3 Hoffenheim
23-10-2022 Hertha 2 - 1 Schalke 04
30-10-2022 Schalke 04 0 - 2 Freiburg
05-11-2022 Werder Bremen 2 - 1 Schalke 04
09-11-2022 Schalke 04 1 - 0 Mainz
12-11-2022 Schalke 04 0 - 2 Bayern Munich
21-01-2023 Ein Frankfurt 3 - 0 Schalke 04
24-01-2023 Schalke 04 1 - 6 RB Leipzig
29-01-2023 Schalke 04 0 - 0 FC Koln
04-02-2023 M''gladbach 0 - 0 Schalke 04
10-02-2023 Schalke 04 0 - 0 Wolfsburg
19-02-2023 Union Berlin 0 - 0 Schalke 04
25-02-2023 Schalke 04 2 - 1 Stuttgart
04-03-2023 Bochum 0 - 2 Schalke 04
11-03-2023 Schalke 04 2 - 2 Dortmund
18-03-2023 Augsburg 1 - 1 Schalke 04
07-08-2022 Stuttgart 1 - 1 RB Leipzig
13-08-2022 Werder Bremen 2 - 2 Stuttgart
20-08-2022 Stuttgart 0 - 1 Freiburg
28-08-2022 FC Koln 0 - 0 Stuttgart
03-09-2022 Stuttgart 1 - 1 Schalke 04
10-09-2022 Bayern Munich 2 - 2 Stuttgart
17-09-2022 Stuttgart 1 - 3 Ein Frankfurt
01-10-2022 Wolfsburg 3 - 2 Stuttgart
09-10-2022 Stuttgart 0 - 1 Union Berlin
15-10-2022 Stuttgart 4 - 1 Bochum
22-10-2022 Dortmund 5 - 0 Stuttgart
29-10-2022 Stuttgart 2 - 1 Augsburg
04-11-2022 M''gladbach 3 - 1 Stuttgart
08-11-2022 Stuttgart 2 - 1 Hertha
12-11-2022 Leverkusen 2 - 0 Stuttgart
21-01-2023 Stuttgart 1 - 1 Mainz
24-01-2023 Hoffenheim 2 - 2 Stuttgart
27-01-2023 RB Leipzig 2 - 1 Stuttgart
05-02-2023 Stuttgart 0 - 2 Werder Bremen
11-02-2023 Freiburg 2 - 1 Stuttgart
18-02-2023 Stuttgart 3 - 0 FC Koln
25-02-2023 Schalke 04 2 - 1 Stuttgart
04-03-2023 Stuttgart 1 - 2 Bayern Munich
11-03-2023 Ein Frankfurt 1 - 1 Stuttgart
18-03-2023 Stuttgart 0 - 1 Wolfsburg
06-08-2022 Union Berlin 3 - 1 Hertha
14-08-2022 Mainz 0 - 0 Union Berlin
20-08-2022 Union Berlin 2 - 1 RB Leipzig
27-08-2022 Schalke 04 1 - 6 Union Berlin
03-09-2022 Union Berlin 1 - 1 Bayern Munich
11-09-2022 FC Koln 0 - 1 Union Berlin
18-09-2022 Union Berlin 2 - 0 Wolfsburg
01-10-2022 Ein Frankfurt 2 - 0 Union Berlin
09-10-2022 Stuttgart 0 - 1 Union Berlin
16-10-2022 Union Berlin 2 - 0 Dortmund
23-10-2022 Bochum 2 - 1 Union Berlin
30-10-2022 Union Berlin 2 - 1 M''gladbach
06-11-2022 Leverkusen 5 - 0 Union Berlin
09-11-2022 Union Berlin 2 - 2 Augsburg
13-11-2022 Freiburg 4 - 1 Union Berlin
21-01-2023 Union Berlin 3 - 1 Hoffenheim
25-01-2023 Werder Bremen 1 - 2 Union Berlin
28-01-2023 Hertha 0 - 2 Union Berlin
04-02-2023 Union Berlin 2 - 1 Mainz
11-02-2023 RB Leipzig 1 - 2 Union Berlin
19-02-2023 Union Berlin 0 - 0 Schalke 04
26-02-2023 Bayern Munich 3 - 0 Union Berlin
04-03-2023 Union Berlin 0 - 0 FC Koln
12-03-2023 Wolfsburg 1 - 1 Union Berlin
19-03-2023 Union Berlin 2 - 0 Ein Frankfurt
19-03-2023 Union Berlin ? - ? Ein Frankfurt
06-08-2022 Wolfsburg 2 - 2 Werder Bremen
13-08-2022 Werder Bremen 2 - 2 Stuttgart
20-08-2022 Dortmund 2 - 3 Werder Bremen
28-08-2022 Werder Bremen 3 - 4 Ein Frankfurt
03-09-2022 Bochum 0 - 2 Werder Bremen
09-09-2022 Werder Bremen 0 - 1 Augsburg
17-09-2022 Leverkusen 1 - 1 Werder Bremen
01-10-2022 Werder Bremen 5 - 1 M''gladbach
07-10-2022 Hoffenheim 1 - 2 Werder Bremen
15-10-2022 Werder Bremen 0 - 2 Mainz
22-10-2022 Freiburg 2 - 0 Werder Bremen
28-10-2022 Werder Bremen 1 - 0 Hertha
05-11-2022 Werder Bremen 2 - 1 Schalke 04
08-11-2022 Bayern Munich 6 - 1 Werder Bremen
12-11-2022 Werder Bremen 1 - 2 RB Leipzig
21-01-2023 FC Koln 7 - 1 Werder Bremen
25-01-2023 Werder Bremen 1 - 2 Union Berlin
28-01-2023 Werder Bremen 2 - 1 Wolfsburg
05-02-2023 Stuttgart 0 - 2 Werder Bremen
11-02-2023 Werder Bremen 0 - 2 Dortmund
18-02-2023 Ein Frankfurt 2 - 0 Werder Bremen
25-02-2023 Werder Bremen 3 - 0 Bochum
04-03-2023 Augsburg 2 - 1 Werder Bremen
12-03-2023 Werder Bremen 2 - 3 Leverkusen
17-03-2023 M''gladbach 2 - 2 Werder Bremen
06-08-2022 Wolfsburg 2 - 2 Werder Bremen
14-08-2022 Bayern Munich 2 - 0 Wolfsburg
20-08-2022 Wolfsburg 0 - 0 Schalke 04
27-08-2022 RB Leipzig 2 - 0 Wolfsburg
03-09-2022 Wolfsburg 2 - 4 FC Koln
10-09-2022 Ein Frankfurt 0 - 1 Wolfsburg
18-09-2022 Union Berlin 2 - 0 Wolfsburg
01-10-2022 Wolfsburg 3 - 2 Stuttgart
08-10-2022 Augsburg 1 - 1 Wolfsburg
15-10-2022 Wolfsburg 2 - 2 M''gladbach
22-10-2022 Leverkusen 2 - 2 Wolfsburg
29-10-2022 Wolfsburg 4 - 0 Bochum
05-11-2022 Mainz 0 - 3 Wolfsburg
08-11-2022 Wolfsburg 2 - 0 Dortmund
12-11-2022 Hoffenheim 1 - 2 Wolfsburg
21-01-2023 Wolfsburg 6 - 0 Freiburg
24-01-2023 Hertha 0 - 5 Wolfsburg
28-01-2023 Werder Bremen 2 - 1 Wolfsburg
05-02-2023 Wolfsburg 2 - 4 Bayern Munich
10-02-2023 Schalke 04 0 - 0 Wolfsburg
18-02-2023 Wolfsburg 0 - 3 RB Leipzig
25-02-2023 FC Koln 0 - 2 Wolfsburg
05-03-2023 Wolfsburg 2 - 2 Ein Frankfurt
12-03-2023 Wolfsburg 1 - 1 Union Berlin
18-03-2023 Stuttgart 0 - 1 Wolfsburg
01-04-2023 Wolfsburg ? - ? Augsburg
